    0.0000000081     0.0000001057
    0.0000000063     0.0000000087
    0.0000000039     0.0000000794
   -0.0000000004     0.0000001908
    0.0000000079     0.0000002887
    0.0000000342     0.0000003642
    0.0000000735     0.0000004147
    0.0000001172     0.0000004401
    0.0000001561     0.0000004417
    0.0000001829     0.0000004222
    0.0000001925     0.0000003851
    0.0000001828     0.0000003346
    0.0000001548     0.0000002751
    0.0000001119     0.0000002112
    0.0000000593     0.0000001466
    0.0000000030     0.0000000848
   -0.0000000511     0.0000000282
   -0.0000000980    -0.0000000218
   -0.0000001342    -0.0000000643
   -0.0000001571    -0.0000000993
   -0.0000001661    -0.0000001274
   -0.0000001613    -0.0000001493
   -0.0000001442    -0.0000001660
   -0.0000001168    -0.0000001783
   -0.0000000822    -0.0000001865
   -0.0000000442    -0.0000001902
   -0.0000000074    -0.0000001884
    0.0000000235    -0.0000001793
    0.0000000444    -0.0000001552
    0.0000000272    -0.0000000575
   -0.0000000164     0.0000001587
    0.0000000056     0.0000000918
    0.0000000388    -0.0000000087
    0.0000001321     0.0000001324
    0.0000003132     0.0000003461
    0.0000006324     0.0000005899
    0.0000010895     0.0000008336
    0.0000016328     0.0000010539
    0.0000021808     0.0000012356
    0.0000026435     0.0000013710
    0.0000029407     0.0000014579
    0.0000030144     0.0000014981
    0.0000028376     0.0000014967
    0.0000024157     0.0000014610
    0.0000017848     0.0000013997
    0.0000010044     0.0000013221
    0.0000001486     0.0000012370
   -0.0000007040     0.0000011519
   -0.0000014795     0.0000010725
   -0.0000021161     0.0000010017
   -0.0000025691     0.0000009395
   -0.0000028129     0.0000008830
   -0.0000028419     0.0000008266
   -0.0000026696     0.0000007632
   -0.0000023271     0.0000006847
   -0.0000018617     0.0000005852
   -0.0000013348     0.0000004622
   -0.0000008191     0.0000003195
   -0.0000003915     0.0000001678
   -0.0000001156     0.0000000282
   -0.0000000104    -0.0000000527
   -0.0000000233     0.0000001006
    0.0000000086     0.0000000165
    0.0000001107     0.0000000572
    0.0000003713     0.0000002401
    0.0000008649     0.0000005747
    0.0000016522     0.0000010427
    0.0000027125     0.0000015975
    0.0000039360     0.0000021855
    0.0000051546     0.0000027604
    0.0000061799     0.0000032876
    0.0000068398     0.0000037431
    0.0000070064     0.0000041121
    0.0000066151     0.0000043880
    0.0000056710     0.0000045710
    0.0000042458     0.0000046680
    0.0000024655     0.0000046904
    0.0000004918     0.0000046529
   -0.0000014982     0.0000045709
   -0.0000033329     0.0000044584
   -0.0000048640     0.0000043251
   -0.0000059789     0.0000041747
   -0.0000066093     0.0000040037
   -0.0000067343     0.0000038011
   -0.0000063804     0.0000035505
   -0.0000056194     0.0000032334
   -0.0000045636     0.0000028352
   -0.0000033592     0.0000023516
   -0.0000021743     0.0000017966
   -0.0000011787     0.0000012082
   -0.0000004991     0.0000006510
   -0.0000001563     0.0000002079
   -0.0000000379    -0.0000000473
    0.0000000256     0.0000000194
    0.0000002175     0.0000002043
    0.0000007047     0.0000006553
    0.0000015873     0.0000013599
    0.0000029194     0.0000022873
    0.0000046444     0.0000033751
    0.0000065890     0.0000045441
    0.0000085020     0.0000057166
    0.0000101020     0.0000068258
    0.0000111281     0.0000078185
    0.0000113832     0.0000086565
    0.0000107623     0.0000093155
    0.0000092658     0.0000097854
    0.0000069960     0.0000100693
    0.0000041421     0.0000101815
    0.0000009534     0.0000101448
   -0.0000022905     0.0000099864
   -0.0000053127     0.0000097334
   -0.0000078667     0.0000094071
   -0.0000097604     0.0000090193
   -0.0000108710     0.0000085690
   -0.0000111545     0.0000080426
   -0.0000106468     0.0000074167
   -0.0000094613     0.0000066651
   -0.0000077801     0.0000057699
   -0.0000058399     0.0000047337
   -0.0000039082     0.0000035930
   -0.0000022473     0.0000024258
   -0.0000010474     0.0000013476
   -0.0000003534     0.0000004872
   -0.0000000634    -0.0000000608
    0.0000000445     0.0000000383
    0.0000003432     0.0000004692
    0.0000010924     0.0000013194
    0.0000024025     0.0000025258
    0.0000043047     0.0000040331
    0.0000066939     0.0000057613
    0.0000093311     0.0000076102
    0.0000118897     0.0000094750
    0.0000140083     0.0000112587
    0.0000153515     0.0000128790
    0.0000156629     0.0000142718
    0.0000148022     0.0000153927
    0.0000127635     0.0000162181
    0.0000096742     0.0000167445
    0.0000057777     0.0000169865
    0.0000014019     0.0000169732
   -0.0000030794     0.0000167420
   -0.0000072882     0.0000163320
   -0.0000108820     0.0000157763
   -0.0000135863     0.0000150951
   -0.0000152198     0.0000142917
   -0.0000157091     0.0000133517
   -0.0000150935     0.0000122480
   -0.0000135219     0.0000109509
   -0.0000112400     0.0000094437
   -0.0000085671     0.0000077405
   -0.0000058624     0.0000059012
   -0.0000034778     0.0000040388
   -0.0000016774     0.0000023105
   -0.0000005664     0.0000008918
   -0.0000000910    -0.0000000478
    0.0000000601     0.0000000572
    0.0000004629     0.0000007966
    0.0000014806     0.0000021139
    0.0000032242     0.0000038799
    0.0000056874     0.0000060037
    0.0000087070     0.0000083868
    0.0000119772     0.0000109136
    0.0000151031     0.0000134611
    0.0000176576     0.0000159107
    0.0000192468     0.0000181568
    0.0000195688     0.0000201130
    0.0000184565     0.0000217160
    0.0000159004     0.0000229280
    0.0000120489     0.0000237367
    0.0000071905     0.0000241538
    0.0000017195     0.0000242101
   -0.0000039088     0.0000239491
   -0.0000092272     0.0000234180
   -0.0000138052     0.0000226583
   -0.0000172914     0.0000216970
   -0.0000194462     0.0000205413
   -0.0000201638     0.0000191777
   -0.0000194802     0.0000175782
   -0.0000175703     0.0000157131
   -0.0000147318     0.0000135693
   -0.0000113553     0.0000111704
   -0.0000078823     0.0000085939
   -0.0000047529     0.0000059764
   -0.0000023187     0.0000035071
   -0.0000007705     0.0000014156
   -0.0000001129    -0.0000000152
    0.0000000711     0.0000000781
