    0.0000000037     0.0000000336
   -0.0000000015    -0.0000000012
   -0.0000000020    -0.0000000137
    0.0000000006    -0.0000000070
   -0.0000000002     0.0000000009
   -0.0000000026     0.0000000088
   -0.0000000053     0.0000000167
   -0.0000000073     0.0000000249
   -0.0000000084     0.0000000331
   -0.0000000082     0.0000000412
   -0.0000000065     0.0000000491
   -0.0000000033     0.0000000563
    0.0000000013     0.0000000629
    0.0000000070     0.0000000684
    0.0000000135     0.0000000729
    0.0000000204     0.0000000762
    0.0000000273     0.0000000783
    0.0000000336     0.0000000790
    0.0000000390     0.0000000786
    0.0000000432     0.0000000770
    0.0000000460     0.0000000743
    0.0000000472     0.0000000707
    0.0000000468     0.0000000664
    0.0000000449     0.0000000615
    0.0000000416     0.0000000561
    0.0000000372     0.0000000505
    0.0000000318     0.0000000447
    0.0000000258     0.0000000389
    0.0000000194     0.0000000332
    0.0000000130     0.0000000277
    0.0000000067     0.0000000224
    0.0000000007     0.0000000175
   -0.0000000048     0.0000000129
   -0.0000000096     0.0000000087
   -0.0000000138     0.0000000049
   -0.0000000172     0.0000000014
   -0.0000000199    -0.0000000016
   -0.0000000220    -0.0000000042
   -0.0000000234    -0.0000000065
   -0.0000000242    -0.0000000084
   -0.0000000245    -0.0000000101
   -0.0000000244    -0.0000000114
   -0.0000000240    -0.0000000124
   -0.0000000232    -0.0000000132
   -0.0000000222    -0.0000000137
   -0.0000000210    -0.0000000141
   -0.0000000196    -0.0000000144
   -0.0000000180    -0.0000000145
   -0.0000000162    -0.0000000147
   -0.0000000141    -0.0000000148
   -0.0000000118    -0.0000000150
   -0.0000000093    -0.0000000154
   -0.0000000064    -0.0000000159
   -0.0000000033    -0.0000000165
   -0.0000000001    -0.0000000171
    0.0000000030    -0.0000000177
    0.0000000057    -0.0000000180
    0.0000000080    -0.0000000178
    0.0000000096    -0.0000000171
    0.0000000110    -0.0000000160
    0.0000000108    -0.0000000128
   -0.0000000005     0.0000000102
   -0.0000000081     0.0000000485
    0.0000000044     0.0000000326
   -0.0000000036    -0.0000000219
   -0.0000000006    -0.0000000231
    0.0000000011    -0.0000000099
   -0.0000000011     0.0000000075
   -0.0000000017     0.0000000284
    0.0000000059     0.0000000531
    0.0000000278     0.0000000814
    0.0000000687     0.0000001126
    0.0000001314     0.0000001461
    0.0000002166     0.0000001810
    0.0000003229     0.0000002164
    0.0000004472     0.0000002514
    0.0000005843     0.0000002851
    0.0000007279     0.0000003167
    0.0000008708     0.0000003454
    0.0000010055     0.0000003705
    0.0000011249     0.0000003916
    0.0000012224     0.0000004081
    0.0000012926     0.0000004199
    0.0000013318     0.0000004268
    0.0000013375     0.0000004290
    0.0000013090     0.0000004266
    0.0000012474     0.0000004200
    0.0000011548     0.0000004095
    0.0000010349     0.0000003957
    0.0000008920     0.0000003790
    0.0000007311     0.0000003601
    0.0000005578     0.0000003395
    0.0000003773     0.0000003177
    0.0000001949     0.0000002953
    0.0000000156     0.0000002728
   -0.0000001564     0.0000002506
   -0.0000003175     0.0000002290
   -0.0000004646     0.0000002084
   -0.0000005955     0.0000001890
   -0.0000007088     0.0000001712
   -0.0000008037     0.0000001549
   -0.0000008799     0.0000001405
   -0.0000009380     0.0000001280
   -0.0000009786     0.0000001175
   -0.0000010028     0.0000001091
   -0.0000010120     0.0000001026
   -0.0000010076     0.0000000980
   -0.0000009909     0.0000000951
   -0.0000009633     0.0000000937
   -0.0000009257     0.0000000934
   -0.0000008791     0.0000000937
   -0.0000008241     0.0000000940
   -0.0000007611     0.0000000936
   -0.0000006903     0.0000000919
   -0.0000006123     0.0000000880
   -0.0000005277     0.0000000815
   -0.0000004380     0.0000000719
   -0.0000003457     0.0000000595
   -0.0000002544     0.0000000447
   -0.0000001688     0.0000000288
   -0.0000000943     0.0000000133
   -0.0000000362    -0.0000000002
    0.0000000016    -0.0000000110
    0.0000000165    -0.0000000178
    0.0000000081    -0.0000000101
   -0.0000000089     0.0000000506
    0.0000000026     0.0000000112
   -0.0000000017    -0.0000000104
    0.0000000022    -0.0000000122
    0.0000000045    -0.0000000066
    0.0000000056     0.0000000076
    0.0000000155     0.0000000336
    0.0000000480     0.0000000730
    0.0000001161     0.0000001259
    0.0000002301     0.0000001914
    0.0000003960     0.0000002682
